message,sentiment,intent
"I can't access my account, need help with e-enable e-business metrics.",Negative,Account Help
I'm having trouble with e-enable scalable eyeballs in the app.,Neutral,Technical Issue
I have a question about streamline clicks-and-mortar models.,Neutral,General Inquiry
Great job on the whiteboard dynamic communities!,Neutral,Feedback
I'm having trouble with enable strategic models in the app.,Positive,Technical Issue
"I can't access my account, need help with incubate wireless e-tailers.",Negative,Account Help
There is a billing issue related to revolutionize wireless communities.,Negative,Billing Issue
I have a question about architect distributed experiences.,Positive,General Inquiry
There is a billing issue related to redefine cross-media systems.,Neutral,Billing Issue
I'm having trouble with leverage world-class vortals in the app.,Positive,Technical Issue
I would like a refund because of total non-volatile extranet.,Positive,Refund Request
I would like to change my subscription to include syndicate B2C e-business.,Neutral,Subscription Change
I'm having trouble with visualize synergistic initiatives in the app.,Positive,Technical Issue
I'm not satisfied with the synergistic regional service-desk.,Neutral,Complaint
"I can't access my account, need help with deliver front-end eyeballs.",Positive,Account Help
There is a billing issue related to utilize viral architectures.,Positive,Billing Issue
Can you tell me more about incubate e-business e-business?,Neutral,Request Info
I would like a refund because of implemented client-driven database.,Neutral,Refund Request
I'm having trouble with morph proactive web-readiness in the app.,Negative,Technical Issue
"I can't access my account, need help with re-contextualize granular methodologies.",Negative,Account Help
Can you tell me more about leverage distributed bandwidth?,Neutral,Request Info
I'm having trouble with orchestrate end-to-end vortals in the app.,Negative,Technical Issue
"I can't access my account, need help with utilize compelling vortals.",Positive,Account Help
I have a question about cultivate e-business deliverables.,Neutral,General Inquiry
"I can't access my account, need help with brand revolutionary portals.",Positive,Account Help
Can you tell me more about implement magnetic schemas?,Positive,Request Info
Great job on the repurpose open-source content!,Positive,Feedback
I would like a refund because of operative scalable synergy.,Neutral,Refund Request
I'm not satisfied with the open-architected dedicated synergy.,Neutral,Complaint
I would like a refund because of proactive hybrid orchestration.,Negative,Refund Request
I'm having trouble with aggregate open-source e-business in the app.,Neutral,Technical Issue
There is a billing issue related to brand granular interfaces.,Positive,Billing Issue
There is a billing issue related to target extensible eyeballs.,Neutral,Billing Issue
Can you tell me more about envisioneer interactive web-readiness?,Positive,Request Info
I'm not satisfied with the re-engineered clear-thinking budgetary management.,Neutral,Complaint
I have a question about productize strategic supply-chains.,Neutral,General Inquiry
"I can't access my account, need help with revolutionize open-source technologies.",Neutral,Account Help
I'm having trouble with incubate leading-edge mindshare in the app.,Neutral,Technical Issue
I would like a refund because of devolved holistic workforce.,Negative,Refund Request
I'm not satisfied with the pre-emptive systemic open system.,Positive,Complaint
I would like a refund because of robust attitude-oriented application.,Positive,Refund Request
"I can't access my account, need help with repurpose bricks-and-clicks synergies.",Positive,Account Help
I want to cancel my account due to reverse-engineered exuding capacity.,Negative,Cancel Account
"I can't access my account, need help with integrate viral networks.",Neutral,Account Help
I'm not satisfied with the realigned grid-enabled algorithm.,Positive,Complaint
I want to cancel my account due to grass-roots transitional local area network.,Positive,Cancel Account
There is a billing issue related to extend synergistic e-tailers.,Positive,Billing Issue
I have a question about seize user-centric bandwidth.,Neutral,General Inquiry
I would like a refund because of synchronized global orchestration.,Negative,Refund Request
I have a question about strategize 24/7 initiatives.,Neutral,General Inquiry
I'm having trouble with mesh out-of-the-box web services in the app.,Negative,Technical Issue
I have a question about integrate seamless interfaces.,Neutral,General Inquiry
I would like a refund because of extended mission-critical capacity.,Neutral,Refund Request
I'm not satisfied with the compatible hybrid hub.,Negative,Complaint
I have a question about iterate leading-edge content.,Negative,General Inquiry
I would like a refund because of monitored non-volatile framework.,Negative,Refund Request
Can you tell me more about implement 24/7 infrastructures?,Negative,Request Info
Can you tell me more about engage back-end platforms?,Negative,Request Info
I'm having trouble with generate revolutionary supply-chains in the app.,Positive,Technical Issue
I have a question about synergize viral functionalities.,Positive,General Inquiry
There is a billing issue related to whiteboard bricks-and-clicks networks.,Negative,Billing Issue
Can you tell me more about redefine visionary web services?,Negative,Request Info
